Group,Seed,Fold,ThresOral,ThresDensity,Precision,Recall,F1,Accuracy
CD,9,2,0.008611621,70669661256.0,1.0,0.25,0.4,0.666666667
CD,9,3,0.0062412,72078226911.0,0.25,0.090909091,0.133333333,0.518518519
CD,9,4,0.002504703,119660000000.0,0.285714286,0.181818182,0.222222222,0.481481481
CD,9,5,0.008666923,12188554944.0,0.0,0.0,0.0,0.888888889
CD,10,1,0.008882096,12135871185.0,0.0,0.0,0.0,0.851851852
CD,10,2,0.006078248,72027516402.0,0.333333333,0.125,0.181818182,0.666666667
CD,10,3,0.001581686,164989000000.0,0.615384615,0.4,0.484848485,0.37037037
CD,10,4,0.002481104,125792000000.0,0.625,0.333333333,0.434782609,0.518518519
CD,10,5,0.004540322,71782924478.0,0.333333333,0.142857143,0.2,0.703703704
CD,11,1,0.006154111,70992560305.0,0.333333333,0.090909091,0.142857143,0.555555556
CD,11,2,0.003311471,75150821027.0,0.666666667,0.363636364,0.470588235,0.666666667
CD,11,3,0.008930818,12129921445.0,0.0,0.0,0.0,0.888888889
CD,11,4,0.008529431,71835559930.0,0.666666667,0.2,0.307692308,0.666666667
CD,11,5,0.002199927,124226000000.0,0.444444444,0.333333333,0.380952381,0.518518519
CD,12,1,0.008847069,12117608230.0,0.0,0.0,0.0,0.851851852
CD,12,2,0.001385134,132001000000.0,0.6875,0.578947368,0.628571429,0.518518519
CD,12,3,0.008630878,71491962792.0,0.0,0.0,0.0,0.481481481
CD,12,4,0.003088054,173584000000.0,1.0,0.333333333,0.5,0.481481481
CD,12,5,0.008631846,71788756050.0,0.5,0.142857143,0.222222222,0.740740741
CD,13,1,0.002644812,173102000000.0,0.857142857,0.260869565,0.4,0.333333333
CD,13,2,0.001357158,135249000000.0,0.642857143,0.45,0.529411765,0.407407407
CD,13,3,0.003145328,154819000000.0,0.6,0.142857143,0.230769231,0.259259259
CD,13,4,0.003240705,76695023273.0,0.6,0.375,0.461538462,0.740740741
CD,13,5,0.008633056,70757771923.0,0.0,0.0,0.0,0.555555556
CD,14,1,0.008663123,71705254676.0,0.75,0.428571429,0.545454545,0.814814815
CD,14,2,0.003308707,77091780367.0,0.6,0.272727273,0.375,0.62962963
CD,14,3,0.003649071,68680607120.0,0.0,0.0,0.0,0.555555556
CD,14,4,0.008888181,10750994429.0,0.0,0.0,0.0,0.851851852
CD,14,5,0.006232056,71940705765.0,0.333333333,0.142857143,0.2,0.703703704
CD,15,1,0.008593157,70942084736.0,0.0,0.0,0.0,0.62962963
CD,15,2,0.003277464,72623309148.0,0.4,0.285714286,0.333333333,0.703703704
CD,15,3,0.008864579,13342955469.0,0.0,0.0,0.0,0.851851852
CD,15,4,0.001699943,144692000000.0,0.666666667,0.421052632,0.516129032,0.444444444
CD,15,5,0.001344061,144093000000.0,0.6875,0.647058824,0.666666667,0.592592593
CD,16,1,0.003386015,76542907347.0,0.285714286,0.2,0.235294118,0.518518519
CD,16,2,0.005731476,72062801803.0,0.625,0.555555556,0.588235294,0.740740741
CD,16,3,0.008891587,70927178740.0,0.0,0.0,0.0,0.740740741
CD,16,4,0.008776855,72383201459.0,1.0,0.076923077,0.142857143,0.555555556
CD,16,5,0.008681893,69274976600.0,0.5,0.1,0.166666667,0.62962963
CD,17,1,0.008851183,12147688299.0,0.25,0.333333333,0.285714286,0.814814815
CD,17,2,0.003390338,81377111120.0,0.4,0.2,0.266666667,0.592592593
CD,17,3,0.008693741,71492673715.0,0.0,0.0,0.0,0.740740741
CD,17,4,0.003064709,161525000000.0,0.8,0.181818182,0.296296296,0.296296296
CD,17,5,0.008556277,12136355686.0,0.0,0.0,0.0,0.814814815
CD,18,1,0.008633369,71009396429.0,0.0,0.0,0.0,0.62962963
CD,18,2,0.006780544,72375104186.0,0.4,0.25,0.307692308,0.666666667
CD,18,3,0.008535686,71624530161.0,1.0,0.166666667,0.285714286,0.62962963
CD,18,4,0.008890383,12173281785.0,0.0,0.0,0.0,0.888888889
CD,18,5,0.003397136,52929367763.0,0.3,0.375,0.333333333,0.555555556
CD,19,1,0.006826571,71156453726.0,0.0,0.0,0.0,0.777777778
CD,19,2,0.003182014,71766961750.0,0.6,0.25,0.352941176,0.592592593
CD,19,3,0.009969557,12124650597.0,0.0,0.0,0.0,0.777777778
CD,19,4,0.002213396,113823000000.0,0.545454545,0.352941176,0.428571429,0.407407407
CD,19,5,0.008697258,12161810988.0,0.0,0.0,0.0,0.925925926
CD,20,1,0.009742139,70660205307.0,0.5,0.2,0.285714286,0.62962963
CD,20,2,0.002513872,120012000000.0,0.636363636,0.411764706,0.5,0.481481481
CD,20,3,0.003263867,75974205657.0,0.4,0.2,0.266666667,0.592592593
CD,20,4,0.002195029,104410000000.0,0.444444444,0.333333333,0.380952381,0.518518519
CD,20,5,0.00893118,12190085233.0,0.0,0.0,0.0,0.925925926
CD,21,1,0.008869934,12156552684.0,0.0,0.0,0.0,0.851851852
CD,21,2,0.001337047,142226000000.0,0.692307692,0.5,0.580645161,0.518518519
CD,21,3,0.008774057,71854831220.0,1.0,0.1,0.181818182,0.666666667
CD,21,4,0.008870178,12168009386.0,0.0,0.0,0.0,0.962962963
CD,21,5,0.008160735,12121820110.0,0.0,0.0,0.0,0.851851852
CD,22,1,0.002525517,119647000000.0,0.5,0.230769231,0.315789474,0.518518519
CD,22,2,0.002793005,71940277793.0,0.454545455,0.555555556,0.5,0.62962963
CD,22,3,0.006238973,72530760104.0,0.5,0.2,0.285714286,0.62962963
CD,22,4,0.00861994,71622430157.0,0.666666667,0.2,0.307692308,0.666666667
CD,22,5,0.008844951,11277102864.0,0.0,0.0,0.0,0.851851852
CD,23,1,0.006206826,72935600967.0,0.5,0.090909091,0.153846154,0.592592593
CD,23,2,0.008684145,72398766530.0,0.5,0.125,0.2,0.703703704
CD,23,3,0.002534274,126883000000.0,0.75,0.333333333,0.461538462,0.481481481
CD,23,4,0.008587563,12188728368.0,0.0,0.0,0.0,0.851851852
CD,23,5,0.002527724,173821000000.0,0.888888889,0.380952381,0.533333333,0.481481481
CD,24,1,0.003168221,71137300604.0,0.375,0.333333333,0.352941176,0.592592593
CD,24,2,0.003135283,173274000000.0,1.0,0.307692308,0.470588235,0.333333333
CD,24,3,0.008913205,12655449332.0,0.0,0.0,0.0,0.851851852
CD,24,4,0.003091955,125173000000.0,0.833333333,0.294117647,0.434782609,0.518518519
CD,24,5,0.002504032,124388000000.0,0.428571429,0.230769231,0.3,0.481481481
CD,25,1,0.003249606,76238029094.0,0.571428571,0.333333333,0.421052632,0.592592593
CD,25,2,0.008643613,73214573347.0,1.0,0.2,0.333333333,0.703703704
CD,25,3,0.008849699,12171245635.0,0.0,0.0,0.0,0.962962963
CD,25,4,0.008556374,72291109627.0,1.0,0.2,0.333333333,0.703703704
CD,25,5,0.004505314,69091891947.0,0.25,0.2,0.222222222,0.481481481
CD,26,1,0.006252591,72125656986.0,0.5,0.222222222,0.307692308,0.666666667
CD,26,2,0.00885687,12511875454.0,0.0,0.0,0.0,0.814814815
CD,26,3,0.008602068,72503444283.0,0.0,0.0,0.0,0.555555556
CD,26,4,0.001289676,138236000000.0,0.571428571,0.5,0.533333333,0.481481481
CD,26,5,0.008566669,72091721341.0,0.75,0.3,0.428571429,0.703703704
CD,27,1,0.008876236,8585375042.0,0.0,0.0,0.0,0.925925926
CD,27,2,0.008858078,14076355533.0,0.0,0.0,0.0,0.962962963
CD,27,3,0.008423756,72991838961.0,0.5,0.214285714,0.3,0.481481481
CD,27,4,0.003376181,161297000000.0,0.833333333,0.227272727,0.357142857,0.333333333
CD,27,5,0.00320122,173870000000.0,1.0,0.260869565,0.413793103,0.37037037
CD,28,1,0.008605694,59823375627.0,0.25,0.1,0.142857143,0.555555556
CD,28,2,0.003352383,173031000000.0,1.0,0.347826087,0.516129032,0.444444444
CD,28,3,0.008867026,12156945344.0,0.0,0.0,0.0,0.962962963
CD,28,4,0.003223821,71140483044.0,0.0,0.0,0.0,0.555555556
CD,28,5,0.002552674,124934000000.0,0.625,0.333333333,0.434782609,0.518518519
CD,29,1,0.00617151,69386350610.0,0.4,0.181818182,0.25,0.555555556
CD,29,2,0.001351236,139038000000.0,0.538461538,0.4375,0.482758621,0.444444444
CD,29,3,0.003063258,161745000000.0,0.857142857,0.285714286,0.428571429,0.407407407
CD,29,4,0.008913268,12136412873.0,0.0,0.0,0.0,0.888888889
CD,29,5,0.00889606,14169256839.0,0.0,0.0,0.0,0.925925926
CD,30,1,0.008726364,71303581284.0,0.5,0.142857143,0.222222222,0.740740741
CD,30,2,0.009474966,12141986820.0,0.0,0.0,0.0,0.740740741
CD,30,3,0.008869548,71659138972.0,0.0,0.0,0.0,0.481481481
CD,30,4,0.008601787,71214847800.0,0.0,0.0,0.0,0.62962963
CD,30,5,0.008383443,70746711615.0,0.75,0.3,0.428571429,0.703703704
CD,31,1,0.008909258,13727499556.0,0.0,0.0,0.0,0.851851852
CD,31,2,0.008910931,10186652522.0,0.0,0.0,0.0,0.925925926
CD,31,3,0.008604886,12161810988.0,0.0,0.0,0.0,0.814814815
CD,31,4,0.001891365,133355000000.0,0.3,0.25,0.272727273,0.407407407
CD,31,5,0.003070611,164394000000.0,0.857142857,0.260869565,0.4,0.333333333
CD,32,1,0.006137104,71033973718.0,1.0,0.230769231,0.375,0.62962963
CD,32,2,0.003375733,75463992934.0,0.333333333,0.222222222,0.266666667,0.592592593
CD,32,3,0.008868389,12169874803.0,0.0,0.0,0.0,0.814814815
CD,32,4,0.008891123,10978106881.0,0.0,0.0,0.0,0.888888889
CD,32,5,0.001676346,143963000000.0,0.375,0.166666667,0.230769231,0.259259259
CD,33,1,0.008856897,12144610654.0,0.0,0.0,0.0,0.888888889
CD,33,2,0.009882189,72147915368.0,0.0,0.0,0.0,0.666666667
CD,33,3,0.003285363,71187630329.0,0.666666667,0.307692308,0.421052632,0.592592593
CD,33,4,0.008705153,74169772854.0,0.666666667,0.2,0.307692308,0.666666667
CD,33,5,0.002537733,124932000000.0,0.727272727,0.533333333,0.615384615,0.62962963
CD,34,1,0.00320346,76357808719.0,0.2,0.166666667,0.181818182,0.666666667
CD,34,2,0.003073925,164457000000.0,0.857142857,0.272727273,0.413793103,0.37037037
CD,34,3,0.003330683,75541221600.0,0.2,0.111111111,0.142857143,0.555555556
CD,34,4,0.008885951,12129928780.0,0.25,1.0,0.4,0.888888889
CD,34,5,0.001356289,142744000000.0,0.733333333,0.578947368,0.647058824,0.555555556
CD,35,1,0.001372973,139681000000.0,0.642857143,0.529411765,0.580645161,0.518518519
CD,35,2,0.008701038,72332833068.0,1.0,0.1,0.181818182,0.666666667
CD,35,3,0.002557677,125273000000.0,0.5,0.111111111,0.181818182,0.333333333
CD,35,4,0.004519137,69534998841.0,0.5,0.2,0.285714286,0.62962963
CD,35,5,0.003186576,95930148913.0,0.375,0.272727273,0.315789474,0.518518519
CD,36,1,0.008822932,12154083844.0,0.0,0.0,0.0,0.925925926
CD,36,2,0.002748285,103151000000.0,0.4,0.333333333,0.363636364,0.481481481
CD,36,3,0.008751595,71769008772.0,1.0,0.083333333,0.153846154,0.592592593
CD,36,4,0.008888292,12153041418.0,0.5,0.5,0.5,0.925925926
CD,36,5,0.008906117,10757154798.0,0.0,0.0,0.0,0.888888889
CD,37,1,0.003242106,74729982618.0,0.2,0.1,0.133333333,0.518518519
CD,37,2,0.002479537,126968000000.0,1.0,0.352941176,0.52173913,0.592592593
CD,37,3,0.006236187,71756247850.0,0.666666667,0.181818182,0.285714286,0.62962963
CD,37,4,0.008875342,14482043609.0,0.0,0.0,0.0,0.777777778
CD,37,5,0.00219415,115477000000.0,0.5,0.428571429,0.461538462,0.481481481
CD,38,1,0.002203354,132351000000.0,0.75,0.315789474,0.444444444,0.444444444
CD,38,2,0.008716509,71508017941.0,1.0,0.166666667,0.285714286,0.62962963
CD,38,3,0.008897488,12184148120.0,0.0,0.0,0.0,0.814814815
CD,38,4,0.004523977,70903503753.0,0.285714286,0.25,0.266666667,0.592592593
CD,38,5,0.008529998,71248605568.0,0.5,0.125,0.2,0.703703704
CD,39,1,0.008771745,70860603423.0,1.0,0.1,0.181818182,0.666666667
CD,39,2,0.008885781,12186808539.0,0.25,1.0,0.4,0.888888889
CD,39,3,0.008784327,71612391529.0,0.75,0.25,0.375,0.62962963
CD,39,4,0.008748985,9702074057.0,0.0,0.0,0.0,0.851851852
CD,39,5,0.00631149,71636242945.0,0.0,0.0,0.0,0.62962963
CD,40,1,0.003236696,81669731143.0,0.285714286,0.222222222,0.25,0.555555556
CD,40,2,0.00890609,12134333366.0,0.25,1.0,0.4,0.888888889
CD,40,3,0.008537204,71661488597.0,0.5,0.111111111,0.181818182,0.666666667
CD,40,4,0.006218367,70056541900.0,0.0,0.0,0.0,0.62962963
CD,40,5,0.002519822,173746000000.0,0.857142857,0.272727273,0.413793103,0.37037037
CD,41,1,0.008917248,10097502319.0,0.0,0.0,0.0,0.888888889
CD,41,2,0.002525517,124281000000.0,1.0,0.375,0.545454545,0.62962963
CD,41,3,0.003234251,164927000000.0,0.8,0.19047619,0.307692308,0.333333333
CD,41,4,0.003340389,70700407592.0,0.25,0.25,0.25,0.555555556
CD,41,5,0.008428599,73551137946.0,0.333333333,0.076923077,0.125,0.481481481
CD,42,1,0.001337222,143325000000.0,0.714285714,0.5,0.588235294,0.481481481
CD,42,2,0.008919053,12182580142.0,0.0,0.0,0.0,0.925925926
CD,42,3,0.002524539,148917000000.0,0.888888889,0.380952381,0.533333333,0.481481481
CD,42,4,0.006260469,68962898487.0,0.0,0.0,0.0,0.444444444
CD,42,5,0.003131911,125403000000.0,0.428571429,0.25,0.315789474,0.518518519
CD,43,1,0.008533308,71309398583.0,0.666666667,0.2,0.307692308,0.666666667
CD,43,2,0.008804195,12137780795.0,0.0,0.0,0.0,0.888888889
CD,43,3,0.002525517,119618000000.0,0.666666667,0.352941176,0.461538462,0.481481481
CD,43,4,0.003342662,76538196936.0,0.25,0.111111111,0.153846154,0.592592593
CD,43,5,0.002206376,150327000000.0,0.625,0.294117647,0.4,0.444444444
CD,44,1,0.008915734,12124740055.0,0.0,0.0,0.0,0.925925926
CD,44,2,0.003291239,76532132287.0,0.333333333,0.111111111,0.166666667,0.62962963
CD,44,3,0.003322652,75242224796.0,0.6,0.333333333,0.428571429,0.703703704
CD,44,4,0.002520589,173087000000.0,0.916666667,0.423076923,0.578947368,0.407407407
CD,44,5,0.008614712,69031336890.0,0.0,0.0,0.0,0.592592593
CD,45,1,0.008568118,70907013665.0,0.0,0.0,0.0,0.592592593
CD,45,2,0.003287541,75989116516.0,0.571428571,0.5,0.533333333,0.740740741
CD,45,3,0.003243862,83828569611.0,0.25,0.076923077,0.117647059,0.444444444
CD,45,4,0.000100415,116263000000.0,0.555555556,0.833333333,0.666666667,0.62962963
CD,45,5,0.008750632,12158880240.0,0.0,0.0,0.0,0.888888889
CD,46,1,0.008651776,70972014126.0,1.0,0.285714286,0.444444444,0.814814815
CD,46,2,0.008901272,12314855943.0,0.25,0.5,0.333333333,0.851851852
CD,46,3,0.003274381,77185217585.0,0.4,0.222222222,0.285714286,0.62962963
CD,46,4,0.008217594,73253710966.0,0.333333333,0.090909091,0.142857143,0.555555556
CD,46,5,0.003071608,163341000000.0,0.857142857,0.285714286,0.428571429,0.407407407
CD,47,1,0.003375734,72732658227.0,0.25,0.111111111,0.153846154,0.592592593
CD,47,2,0.008749817,72022963825.0,0.5,0.25,0.333333333,0.703703704
CD,47,3,0.004047343,68423391889.0,0.142857143,0.111111111,0.125,0.481481481
CD,47,4,0.00876255,13970780164.0,0.2,0.5,0.285714286,0.814814815
CD,47,5,0.003258242,162774000000.0,0.8,0.19047619,0.307692308,0.333333333
CD,48,1,0.008857458,12170957207.0,0.0,0.0,0.0,0.925925926
CD,48,2,0.008916448,12174899708.0,0.0,0.0,0.0,0.925925926
CD,48,3,0.008580768,71664605776.0,0.0,0.0,0.0,0.555555556
CD,48,4,0.002522692,174080000000.0,0.888888889,0.333333333,0.484848485,0.37037037
CD,48,5,0.003120033,127109000000.0,0.666666667,0.222222222,0.333333333,0.407407407
CD,49,1,0.008895308,12113156845.0,0.0,0.0,0.0,0.962962963
CD,49,2,0.008600406,71822784356.0,0.5,0.1,0.166666667,0.62962963
CD,49,3,0.002546029,124442000000.0,0.7,0.466666667,0.56,0.592592593
CD,49,4,0.004509329,72654198103.0,0.5,0.153846154,0.235294118,0.518518519
CD,49,5,0.003255167,76776067404.0,0.375,0.375,0.375,0.62962963
