,O_Day_0_Abx_A,O_Day_3_Abx_C,F_Day_3_Abx_B,O_Day_0_Abx_E,F_Day_0_Abx_D,F_Day_3_Abx_E,F_Day_0_Abx_C,KP_Exp_8_D8_AVN3,O_Day_3_Abx_B,F_Day_7_Abx_A,KP_Exp_8_D0_OR_AVN3,KP_Exp_8_D0_AVN1,O_Day_0_Abx_B,F_Day_3_Abx_D,O_Day_7_Abx_A,KP_Exp_8_D0_OR_AVN2,O_Day_3_Abx_E,F_Day_3_Abx_A,KP_Exp_8_D8_AVN2,F_Day_7_Abx_E,O_Day_0_Abx_D,O_Day_7_Abx_E,O_Day_3_Abx_A,KP_Exp_8_D0_OR_AVN1,KP_Exp_8_D0_AVN2,O_Day_0_Abx_C,F_Day_7_Abx_B,F_Day_3_Abx_C,KP_Exp_8_D0_AVN3,O_Day_7_Abx_D,KP_Exp_8_D8_AVN1,O_Day_7_Abx_B,F_Day_7_Abx_D,F_Day_0_Abx_A,F_Day_0_Abx_E,Group
O_Day_0_Abx_D,0.753792058580713,0.5616701895128148,0.6986742612675344,0.6527777522531109,0.909348878554746,0.7137250405391935,0.9304576931963123,0.7576091412641816,0.6836907589506815,0.8625597341000497,0.8994952998139062,0.9465322977356111,0.6983061973622575,0.9078550255153093,0.6541909286852665,0.8013167246650857,0.6483240913600059,0.8576327630682236,0.772055048657002,0.8294245220217819,0.0,0.7271306507971171,0.7066094452525787,0.8017554854126382,0.9254818655162612,0.6488530350431012,0.7676667910110327,0.7308439620423532,0.913981622444541,0.8415731424148607,0.8047953206258092,0.6066730841153264,0.7411234475300028,0.9251136403320536,0.9136587465750836,pre_oral
O_Day_7_Abx_E,0.806046434099986,0.704705021329419,0.6870517931165158,0.764222516801845,0.7362093383273576,0.656667207718483,0.7335917436357837,0.8454227111673129,0.7317278377537441,0.6902191049325077,0.8707605535816336,0.9482367613408482,0.7765145231401681,0.6732444030733792,0.6629147296092376,0.8852152337601723,0.7394726934168809,0.7087500310740092,0.845652572626541,0.6688001414646505,0.7271306507971171,0.0,0.817418836923205,0.8714990646302505,0.9358841208862292,0.7103510252203185,0.5873245482701914,0.591982801679227,0.9316194765459195,0.7650826161242054,0.8730241359865761,0.701403854882577,0.7884328427347673,0.7858592099092311,0.7191878904858408,post_oral
O_Day_3_Abx_A,0.7985216360382763,0.7096646466692399,0.7466382704488511,0.7525207406395505,0.9468705659041191,0.7682064451086669,0.9636892195704982,0.8055707531466804,0.7122707013542414,0.907958335926082,0.9159145599683622,0.9353310653245024,0.7197164097682217,0.9529350172917824,0.7405767252900772,0.8261987877344302,0.7378523227998297,0.879280080076519,0.8168068993453921,0.8930629904307319,0.7066094452525787,0.817418836923205,0.0,0.8467828864579047,0.9287483356944282,0.7812059965684482,0.8085927921393908,0.7765063829475352,0.928112947658402,0.9187672377231431,0.800166845853958,0.7770198105081827,0.8067243137260406,0.9612031376425614,0.947625225123756,post_oral
KP_Exp_8_D0_OR_AVN1,0.8808754518505921,0.8737063115028738,0.8362762058205988,0.7733924428116643,0.9777183742758556,0.8691695686581334,0.992700624002322,0.820755679531185,0.8573531222321347,0.9231672495575426,0.9269406201800268,0.9614858408743253,0.8112840733294038,0.9733840304182511,0.8338669709911707,0.6941497001734483,0.8730472379138684,0.9173554742451909,0.8203716861906902,0.9204344364531674,0.8017554854126382,0.8714990646302505,0.8467828864579047,0.0,0.9614785711731593,0.8277848604372386,0.9214785501796666,0.8881714808047121,0.9615211773957982,0.9701058043709563,0.8334995931038698,0.8918660824626448,0.8759061949249601,0.9883329140088896,0.977617953549525,pre_oral
KP_Exp_8_D0_AVN2,0.9793780224149441,0.8839786523942212,0.8289826226222627,0.9550059979101446,0.8633429858538662,0.8317742536279071,0.87986902243712,0.9959549665386325,0.8901940724232796,0.8662593534516038,0.31271858525253743,0.4361468058300757,0.9039610887599104,0.9077827110185568,0.897359452927086,0.5668686695996397,0.9487354225546286,0.8553171761675076,0.9922432262721333,0.8510171157876835,0.9254818655162612,0.9358841208862292,0.9287483356944282,0.9614785711731593,0.0,0.9234376675715248,0.9254417535244787,0.7779477273390447,0.49228363626543586,0.9705804032678974,0.7893862362838319,0.9239637735913035,0.9760700940617987,0.8848886848571127,0.8536199285035726,pre_fecal
O_Day_0_Abx_C,0.8041036465626611,0.7187683035906246,0.748038417444217,0.5876223183438076,0.7428790952499754,0.7577704287477687,0.7570898660651949,0.8735395504514212,0.770879913311284,0.6848612711422442,0.8824240784190089,0.9383444777744417,0.7369676322387732,0.7473170902485795,0.6008391023641333,0.8292895939863504,0.753660751682647,0.6974859579711883,0.8800939017573521,0.6519182190740476,0.6488530350431012,0.7103510252203185,0.7812059965684482,0.8277848604372386,0.9234376675715248,0.0,0.6727772230255962,0.68775349879532,0.9257794015686901,0.7313740508790413,0.8588915765078566,0.6698329115601506,0.8276895091428399,0.7560511844531981,0.7399475613262428,pre_oral
F_Day_7_Abx_B,0.8544709735754443,0.7212528353366493,0.6790354586796339,0.7973742470247761,0.6073534138114516,0.6419481482629873,0.6168503303868229,0.8481357528152464,0.7321297240199609,0.6390611781518921,0.856590052203167,0.9363418062033199,0.7722752378932548,0.5064806581543422,0.7128332458703863,0.8875777279627884,0.7556003851088636,0.6493809988504979,0.8450928016078666,0.6053581653576655,0.7676667910110327,0.5873245482701914,0.8085927921393908,0.9214785501796666,0.9254417535244787,0.6727772230255962,0.0,0.5584440870177328,0.9241430857681543,0.7963665425593673,0.8722189324867693,0.7267665020191864,0.7741359251225886,0.47938778449207914,0.5815679316192452,post_fecal
F_Day_3_Abx_C,0.848343768869299,0.6358599012008148,0.4075970185267472,0.7674958975429976,0.5724789522032501,0.4115174387606035,0.6291935067933874,0.8043613898190162,0.6654472967001785,0.515452297820695,0.7741554950772631,0.8146876797436269,0.6680726973958149,0.6237619436295623,0.6450361670586187,0.7637998572750265,0.7251922939439301,0.49070395301670106,0.8045097152281809,0.4835494125115922,0.7308439620423532,0.591982801679227,0.7765063829475352,0.8881714808047121,0.7779477273390447,0.68775349879532,0.5584440870177328,0.0,0.825856090918778,0.7793679534254982,0.7442514241578009,0.7129226807676102,0.7552119435440727,0.6415666183555785,0.6176453224250354,post_fecal
KP_Exp_8_D0_AVN3,0.9898193031224859,0.8797759662502207,0.8658297891953981,0.9545794184657531,0.9078397634063954,0.860371999615506,0.925708603828288,0.9959483516193555,0.8836894048611869,0.8515601499745277,0.5531646663383181,0.34596123190966316,0.9227510504313453,0.9196877171298197,0.8997172229743293,0.7572321119094796,0.94838308431749,0.8955819096533191,0.9923265124616368,0.8273557444001636,0.913981622444541,0.9316194765459195,0.928112947658402,0.9615211773957982,0.49228363626543586,0.9257794015686901,0.9241430857681543,0.825856090918778,0.0,0.9742492349676727,0.8640358558790731,0.9208658110349441,0.9681237821597602,0.9217669952890147,0.888529665324933,pre_fecal
O_Day_7_Abx_D,0.8487498312166066,0.7670469934931038,0.8553172935675111,0.9519832318135301,0.7627809993079093,0.867972106668951,0.7773943996784406,0.9980744568555222,0.8637331952269789,0.7801604896025881,0.9314272441598351,0.9704174421069991,0.8885350325663239,0.8004055118493089,0.7214023388331587,0.9544473816068219,0.7775344231765201,0.7906465838282606,0.9967434032283161,0.7798494848773796,0.8415731424148607,0.7650826161242054,0.9187672377231431,0.9701058043709563,0.9705804032678974,0.7313740508790413,0.7963665425593673,0.7793679534254982,0.9742492349676727,0.0,0.9946249087728813,0.6617845318107018,0.831536461251734,0.8201215979063522,0.770139441018173,post_oral
KP_Exp_8_D8_AVN1,0.8841486019573042,0.824575170085024,0.7645440980035846,0.7885074554451204,0.9749870421793663,0.7885603805612068,0.9911355754584766,0.3335692834765777,0.7895192200563723,0.9439145011683449,0.7832446766740909,0.7888923193398892,0.798680056884388,0.9781945004256914,0.8507106315684982,0.6844543199200188,0.8096060473253666,0.9152545061255901,0.34209931488868545,0.9267374272132364,0.8047953206258092,0.8730241359865761,0.800166845853958,0.8334995931038698,0.7893862362838319,0.8588915765078566,0.8722189324867693,0.7442514241578009,0.8640358558790731,0.9946249087728813,0.0,0.8613882350865723,0.8108646065905054,0.9867255955791971,0.974141973159906,post_fecal
O_Day_7_Abx_B,0.7454143456001183,0.6099300156992028,0.7229607040270324,0.8181743513809938,0.8003971200367013,0.7222845343840518,0.8218077955855233,0.8852660448894988,0.7330946787795157,0.7680212982538558,0.8458417237138868,0.9276941571411762,0.7369307430012411,0.8190048568331353,0.5656026881178108,0.8289438287608402,0.7205476202247082,0.7684805195955499,0.8825295534085625,0.740564471108661,0.6066730841153264,0.701403854882577,0.7770198105081827,0.8918660824626448,0.9239637735913035,0.6698329115601506,0.7267665020191864,0.7129226807676102,0.9208658110349441,0.6617845318107018,0.8613882350865723,0.0,0.7836774312038642,0.8423199934621333,0.7736841619170394,post_oral
F_Day_7_Abx_D,0.8118640994510495,0.6933788309568235,0.5837208606189352,0.6915313013532155,0.9741779738766504,0.6883238755928809,0.9609927914242805,0.7223716170418139,0.6384600490692003,0.9001522972545701,0.9597562181963576,0.9868142110372544,0.7562384220439459,0.9589729277142063,0.7979854756179179,0.844338764623166,0.6973920013458342,0.9204151378153584,0.7370744678760123,0.9084687490379857,0.7411234475300028,0.7884328427347673,0.8067243137260406,0.8759061949249601,0.9760700940617987,0.8276895091428399,0.7741359251225886,0.7552119435440727,0.9681237821597602,0.831536461251734,0.8108646065905054,0.7836774312038642,0.0,0.9688609699809096,0.955674104657456,post_fecal
F_Day_0_Abx_A,0.976904048791455,0.8891314485528342,0.7414034745323502,0.9727288839516021,0.4182744044389151,0.7492466835361518,0.5257067337170012,0.9963822809889691,0.910971809163387,0.5898872557875423,0.8862608980097666,0.9031252530928753,0.8773455115790725,0.4938630052880637,0.815338307896096,0.9653096023672678,0.9276445871897874,0.5362223690391821,0.9942501127077198,0.5333299783330523,0.9251136403320536,0.7858592099092311,0.9612031376425614,0.9883329140088896,0.8848886848571127,0.7560511844531981,0.47938778449207914,0.6415666183555785,0.9217669952890147,0.8201215979063522,0.9867255955791971,0.8423199934621333,0.9688609699809096,0.0,0.5245047367897072,pre_fecal
F_Day_0_Abx_E,0.9619336805208341,0.8642055880003943,0.7516662563939489,0.9605355753527932,0.3264123197678712,0.6819192748509865,0.32220752187050256,0.9960312718600723,0.8809745195869446,0.5355152692771542,0.8563242575913403,0.8968955135594127,0.8132905310195612,0.46544563236262093,0.7673687100525455,0.9344704286671343,0.9265660658456464,0.5216843058343393,0.9932700150146403,0.45297855484052524,0.9136587465750836,0.7191878904858408,0.947625225123756,0.977617953549525,0.8536199285035726,0.7399475613262428,0.5815679316192452,0.6176453224250354,0.888529665324933,0.770139441018173,0.974141973159906,0.7736841619170394,0.955674104657456,0.5245047367897072,0.0,pre_fecal
